,accepted,condition_id,data,participant_crowd_worker_id,participant_hearing_response_estimation,participant_hearing_test_attempts,participant_hearing_test_last_attempt,participant_id,participant_passed_hearing_test,participant_platform,participant_post_test_survey,participant_pre_test_survey,rating,stimulus,test_id,trial_id
1167,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eI1wvnQW2kdSnoksz0wseAoB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",AD3ZSVTCXP0Y5,,1,2017-04-17 02:50:44.902388,85,True,mturk,"{""country"": ""KOR"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""more than 8"", ""instrument"": ""cello"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""46""}",0.859375,S06_08,1,893
1168,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eNAnvgtJUUW7cV32PzA9gZoB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",AVD6HMIO1HLFI,,1,2017-04-17 01:59:04.739074,11,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Philips SHP 9500"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""28""}",0.8420185247,S06_08,1,958
1169,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eAuhKle5wScO41tMSd7frqMB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",A3IV8AFLU0E94K,,1,2017-04-17 02:50:05.443827,83,True,mturk,"{""country"": ""ARE"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""laptop speakers"", ""UserComment"": ""nice task""}","{""hearing_disorder"": ""No"", ""age"": ""30""}",-1.0,S06_08,1,980
1170,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eHcbHjXCgXHO05g1HhViWBMB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",AFDC9A6Z60W2Z,,1,2017-04-17 02:03:17.738282,25,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""45""}",0.0836740654206,S06_08,1,1035
1171,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eHdHiUZE-SwG5hxYpkQbYFCYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseQ3UyRGhAVh4khuvioTihXnuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""6""}",A6WXIKRYMXNIN,,1,2017-04-17 03:13:03.877365,101,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""no"", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""none""}","{""hearing_disorder"": ""No"", ""age"": ""51""}",0.813981141522,S06_08,1,1101
1172,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eIB0F3ATTCPPvsVcx4ziefUB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",A3CDJ8PZX578GQ,,1,2017-04-17 02:59:29.628913,92,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Not really. I'm taking it that you want to know my genuine subjective judgments regarding where the transitions are."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Interesting task. I'm curious as to where this leads.""}","{""hearing_disorder"": ""No"", ""age"": ""45""}",0.0749958277704,S06_08,1,1222
1173,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eIenEAVwzUkXN_YWTobeDdOYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseQ3UyRGhAVh4khuvioTihXnuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""6""}",A1U0GNE5ELW5V7,,1,2017-04-17 03:30:35.231351,118,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""No."", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Guitar"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""None.""}","{""hearing_disorder"": ""No"", ""age"": ""31""}",0.857372329773,S06_08,1,1277
1174,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eHfwxpCbDfu_DOBC2aSq1LiYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseQ3UyRGhAVh4khuvioTihXnuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""6""}",APR6H3HAOE9OU,,1,2017-04-17 03:31:37.698288,122,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""No."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""N/A"", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Thank you.""}","{""hearing_disorder"": ""No"", ""age"": ""42""}",0.0636473631509,S06_08,1,1575
1175,False,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eGy5V1oZ4-GbVk6F19liqd-YzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseQ3UyRGhAVh4khuvioTihXnuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""6""}",A1RQMCUA0GNJ43,,1,2017-04-17 03:26:38.789151,115,True,mturk,"{""country"": ""CAN"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": "" "", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""laptop speakers"", ""UserComment"": "" ""}","{""hearing_disorder"": ""No"", ""age"": ""25""}",-1.0,S06_08,1,1650
1176,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eMCPoO0HoRLkEAiuK5ZsgZ4B_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",A74PT3GRDMEZ,,1,2017-04-17 02:29:47.665738,68,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""23""}",0.837599975586,S06_08,1,1717
1177,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eDNz1S4d8-h9cDj3Rq1t4MaYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseQ3UyRGhAVh4khuvioTihXnuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""6""}",A8LWJ1BQBPPIJ,,1,2017-04-17 03:29:59.950601,117,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""In one trial I heard more than one change.  I presumed you wanted the more striking one and chose that one."", ""average_music_hours"": ""more than 8"", ""instrument"": ""Violin, piano, guitar, harp, percussion, vocalist"", ""musician"": ""Yes"", ""speakers"": ""loudspeakers"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""58""}",0.836678070761,S06_08,1,1830
1178,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eNqAnqeiKGg_TpWRt3V7HOeYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseQ3UyRGhAVh4khuvioTihXnuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""6""}",A31Z5TPD8QKE26,,1,2017-04-17 03:58:40.395359,142,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""no"", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Acoustic guitar"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""n/a""}","{""hearing_disorder"": ""No"", ""age"": ""32""}",0.83934829773,S06_08,1,1860
1179,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eDu5PAtItTOf3nqCTV7_vXYB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",A1V2H0UF94ATWY,,1,2017-04-17 03:06:59.377490,97,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""No."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""n/a"", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""n/a""}","{""hearing_disorder"": ""No"", ""age"": ""58""}",0.860710113485,S06_08,1,1975
1180,True,58,"{""stimulusKeys"": [""E8"", ""E8""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""58"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eD0MbCj6UdNb5XamYHNoR0kB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",A2K56J9POYUFCA,,1,2017-04-17 02:08:53.165856,33,True,mturk,"{""country"": ""IND"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""No"", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""45""}",0.866050567423,S06_08,1,2075
1181,True,59,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""59"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eD1KfViP7mX7fo3NJ7RdrCXsLeGXgmhiCy6CMO9udUhdGv31A55kSU9cv4oVslgGhVIIVoTuPz-A3HoBayB91q4akMXtB1r_pk4__OwRQ-Pl.wav""]], ""groupID"": ""6""}",A20BMZQJS92QY2,,1,2017-04-17 01:58:27.825132,7,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""no"", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""none""}","{""hearing_disorder"": ""No"", ""age"": ""41""}",0.376063918558,S06_09,1,14
1182,True,59,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""59"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eKmbNISmX4-kLMwz4EeZOXoB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",A2RMJNF6IPI42F,,1,2017-04-17 02:08:05.719273,35,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""32""}",0.354705877865,S06_09,1,257
1183,False,59,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""59"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eNhqpZHdnrg60GnIkvs729kB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",AQORJW4W8U9YU,,1,2017-04-17 02:15:56.809006,47,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""29""}",0.352266642253,S06_09,1,556
1184,True,59,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""59"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eHMud5dL-YSlj-ISwYyG7PUB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",A3FJE9AUW0O41D,,1,2017-04-17 02:35:08.142236,73,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""No"", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Vocals and keyboards, both amateur"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""I did this survey last time. You said I'd only have to do it once. You made me sit through the training video twice too.""}","{""hearing_disorder"": ""No"", ""age"": ""30""}",0.370055907877,S06_09,1,605
1185,True,59,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""59"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eEQA9XZElA1oewbfnepxL8kB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",A2R0YYUAWNT7UD,,1,2017-04-17 02:03:10.779499,26,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""nope"", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""25""}",0.385409712951,S06_09,1,666
1186,False,59,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S06_10"": ""seg06_10.mp3"", ""S06_08"": ""seg06_08.mp3"", ""S06_09"": ""seg06_09.mp3"", ""S06_06"": ""seg06_06.mp3"", ""S06_07"": ""seg06_07.mp3"", ""S06_04"": ""seg06_04.mp3"", ""S06_05"": ""seg06_05.mp3"", ""S06_02"": ""seg06_02.mp3"", ""S06_03"": ""seg06_03.mp3"", ""S06_01"": ""seg06_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""59"", ""referenceFiles"": [[""Reference"", ""/audio/rQAekcsLXuN5JMdmIjt8eFVVEMoIujkwonlIznBq0RoB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD84FgLnXgSf7aC9xugIQpz5n8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""6""}",A3IB7YJHP04OHI,,1,2017-04-17 02:40:13.316074,77,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""no"", ""average_music_hours"": ""less than one hour"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""65""}",0.218933308919,S06_09,1,699
