,Unnamed: 0,accepted,condition_id,data,participant_crowd_worker_id,participant_hearing_response_estimation,participant_hearing_test_attempts,participant_hearing_test_last_attempt,participant_id,participant_passed_hearing_test,participant_platform,participant_post_test_survey,participant_pre_test_survey,rating,stimulus,test_id,trial_id
1092,1092,True,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/T1V83H2TNz84scglLOKRQwf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A3QAETE7C7Z4R3,,1,2017-04-26 03:36:24.245424,43,True,mturk,"{""based_on"": ""I tried to listen for key changes or changes in tempo"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""No"", ""gender"": ""male"", ""average_music_hours"": ""1 to 4""}","{""age"": ""27"", ""hearing_disorder"": ""No""}",0.449495160214,S05_09,1,338
1093,1093,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/0kZokf-8Y4z_NiM386doVQf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A2OO4PG3LBLP5I,,1,2017-04-26 03:36:24.291007,42,True,mturk,"{""based_on"": ""Changes in the music"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Enjoyed"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""No"", ""gender"": ""male"", ""average_music_hours"": ""less than one hour""}","{""age"": ""39"", ""hearing_disorder"": ""No""}",-1.0,S05_09,1,360
1094,1094,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/6asPG_GxRfCtdDq-Bgtv2wf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A899L8WYC76AD,,1,2017-04-26 03:29:26.741592,35,True,mturk,"{""based_on"": ""i listened for significant changes in the music -- the pace, a transition from a distinctive verse to a chorus, significant changes in tone of voice, and things like that."", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""this HIT was a ton of fun. :-) i love music.  thanks for allowing me to participate, and i hope you have a great day!"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""no, everything was explained very clearly, and the interface was easy to use!"", ""gender"": ""female"", ""average_music_hours"": ""more than 8""}","{""age"": ""31"", ""hearing_disorder"": ""No""}",0.389599975586,S05_09,1,403
1095,1095,True,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/rVNti6-tFys8fYD5EWlTYQf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A3HEFMJ50IMTY6,,1,2017-04-26 03:21:21.213344,22,True,mturk,"{""based_on"": ""i was listening to the changes"", ""country"": ""IND"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""laptop speakers"", ""musician"": ""No"", ""confusing"": ""no"", ""gender"": ""female"", ""average_music_hours"": ""1 to 4""}","{""age"": ""31"", ""hearing_disorder"": ""No""}",0.428800901202,S05_09,1,513
1096,1096,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/LOUftOKbJA8kP168N2RwIwf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A258PTOZ3D2TQR,,1,2017-04-26 03:16:04.591118,10,True,mturk,"{""based_on"": ""Noting the notes to be changed. Concentrating on subtle change of notes (music)"", ""country"": ""IND"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""interesting hit"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Not at all"", ""gender"": ""male"", ""average_music_hours"": ""4 to 8""}","{""age"": ""28"", ""hearing_disorder"": ""No""}",0.404042478468,S05_09,1,708
1097,1097,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/Al0TJlEpaAAZYsfZ4y2Ycgf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A1U0GNE5ELW5V7,,1,2017-04-26 03:17:40.017016,17,True,mturk,"{""based_on"": ""Change from the verse to the chorus. Any change the rhythm or changing of cords. Maybe a change from a riff to cords. "", ""country"": ""USA"", ""instrument"": ""Guitar"", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""None."", ""speakers"": ""headphones"", ""musician"": ""Yes"", ""confusing"": ""No."", ""gender"": ""male"", ""average_music_hours"": ""1 to 4""}","{""age"": ""31"", ""hearing_disorder"": ""No""}",-1.0,S05_09,1,722
1098,1098,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/eGS7KzYkzrzUTs3jnmo8pQf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",AFDC9A6Z60W2Z,,1,2017-04-26 03:44:38.015088,56,True,mturk,"{""based_on"": ""A change from verse to chorus/bridge or vice versa, or anything where the beat and melody shifted"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""no"", ""gender"": ""male"", ""average_music_hours"": ""4 to 8""}","{""age"": ""45"", ""hearing_disorder"": ""No""}",-1.0,S05_09,1,747
1099,1099,True,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/FAhQs0bF_2a80mdSEzzR4gf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A9KPCMO1J1LQF,,1,2017-04-26 03:24:12.401013,29,True,mturk,"{""based_on"": ""Basically the switch in key or loudness or mood or whatnot. Some of the songs were familiar to me, so I could \""feel\"" the boundaries easily."", ""country"": ""USA"", ""instrument"": ""guitar/voice, I am a lapsed musician/music nerd tho, it's been several years"", ""speaker_other"": ""portable bluetooth speaker"", ""UserComment"": ""Still think pay is low for this task, but it is music so I enjoy it."", ""speakers"": ""other"", ""musician"": ""Yes"", ""confusing"": ""Not really."", ""gender"": ""female"", ""average_music_hours"": ""more than 8""}","{""age"": ""41"", ""hearing_disorder"": ""No""}",-1.0,S05_09,1,782
1100,1100,True,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/Mi2U7goqZx8-S-WIaQ89xQf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A1V2H0UF94ATWY,,1,2017-04-26 03:19:37.501800,21,True,mturk,"{""based_on"": ""I was trying to listen to an addition of an instrument or change in tempo that defined the boundary of a part of a song.  I was not clear on some of the clips because no songs were played or if the end of the song should be marked as a boundary."", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""phone tablet speakers"", ""musician"": ""No"", ""confusing"": ""I was not clear on some of the clips because no songs were played or if the end of the song should be marked as a boundary.  I marked one clip because there was no music and then just a little guitar which was a change for the clip but not of a song.  The song had ended before the clip began so I think I mismarked that as a change."", ""gender"": ""male"", ""average_music_hours"": ""4 to 8""}","{""age"": ""58"", ""hearing_disorder"": ""No""}",0.36805323765,S05_09,1,841
1101,1101,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/Kxuukd8MsIzxTrY7WgcZUAf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",ABBJOZRIPLPW1,,1,2017-04-26 03:32:01.861220,37,True,mturk,"{""based_on"": ""i listen the music and recognize the change in the music."", ""country"": ""IND"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""nice study"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""none"", ""gender"": ""male"", ""average_music_hours"": ""4 to 8""}","{""age"": ""30"", ""hearing_disorder"": ""No""}",-1.0,S05_09,1,914
1102,1102,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/FaQlIRPnPT1X4eNcYEwYrwf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A23KWI5P9WYEBZ,,1,2017-04-26 03:46:33.017048,55,True,mturk,"{""based_on"": ""changes in any part of the music"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain...no"", ""gender"": ""female"", ""average_music_hours"": ""more than 8""}","{""age"": ""38"", ""hearing_disorder"": ""No""}",0.429296353471,S05_09,1,1098
1103,1103,True,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/h5jOy82J7-X57gXgq3cjR1XsVTj9lMl9ehwNT1kHUW06zRRNBUJzFELIGE8213ML7UcnOvl-5Ei6wiVKxsG7Wtk-cJ3RkKU5GmDcymQgge48wLiSneDq7A21wUKUsYn1.wav""]], ""groupID"": ""5""}",A27FN28Y3N5XL3,,1,2017-04-26 04:27:41.541215,107,True,mturk,"{""based_on"": ""change in rhythm or pattern"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain..."", ""gender"": ""male"", ""average_music_hours"": ""more than 8""}","{""age"": ""42"", ""hearing_disorder"": ""No""}",0.596106557377,S05_09,1,1599
1104,1104,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/6EHzdybjUjJxedqLjwjtBwf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A2PXJTMWGUE5DC,,1,2017-04-26 03:40:14.733028,51,True,mturk,"{""based_on"": ""A change in tempo or an end and beginning to a thought or a phrase."", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Sometimes I thought there was more than 1 but there was no way to mark more than 1, so that was a little confusing."", ""gender"": ""female"", ""average_music_hours"": ""1 to 4""}","{""age"": ""58"", ""hearing_disorder"": ""No""}",0.42546311749,S05_09,1,1710
1105,1105,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/RNr2z50Uwl4Jop3HxNnnyQf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",AJD3JOWNVDZD1,,1,2017-04-26 03:57:43.747400,73,True,mturk,"{""based_on"": ""Please elaborate...I was listening for some kind of change in the music.  No specific change, just my perception of change."", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""ear buds"", ""UserComment"": ""Your comment..."", ""speakers"": ""other"", ""musician"": ""No"", ""confusing"": ""Please explain...I thought it was all confusing honestly, but only because I wasn't quite sure what I considered change completely."", ""gender"": ""female"", ""average_music_hours"": ""less than one hour""}","{""age"": ""50"", ""hearing_disorder"": ""No""}",0.360042556742,S05_09,1,1785
1106,1106,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/FI9ZgVw6eWOV_E2SCZ9yNAf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A32QYANWMXW8EL,,2,2017-04-26 04:17:47.909948,81,True,mturk,"{""based_on"": """", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain...no"", ""gender"": ""female"", ""average_music_hours"": ""4 to 8""}","{""age"": ""34"", ""hearing_disorder"": ""No""}",0.376168022781,S05_09,1,1823
1107,1107,False,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/Ds8L05q5PZXXajlLC8fbKwf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",AMA4SXSYNC35I,,2,2017-04-26 03:55:31.706251,68,True,mturk,"{""based_on"": ""Please elaborate...Change in the music and vocals"", ""country"": ""USA"", ""instrument"": ""Please specify...n/a"", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment...Great survey!"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain...no"", ""gender"": ""female"", ""average_music_hours"": ""more than 8""}","{""age"": ""58"", ""hearing_disorder"": ""No""}",-1.0,S05_09,1,1832
1108,1108,True,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/d0apz_naL9mcJZx0f-SHkgf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A94DL4GI8ZBUO,,1,2017-04-26 03:34:16.961347,38,True,mturk,"{""based_on"": ""Change in beat, tempo, or vocals."", ""country"": ""USA"", ""instrument"": ""Piano"", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""Yes"", ""confusing"": ""Nothing."", ""gender"": ""male"", ""average_music_hours"": ""1 to 4""}","{""age"": ""29"", ""hearing_disorder"": ""No""}",-1.0,S05_09,1,1854
1109,1109,True,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/OQLT5KzFa4LNPDfr_X_67FXsVTj9lMl9ehwNT1kHUW06zRRNBUJzFELIGE8213ML7UcnOvl-5Ei6wiVKxsG7Wtk-cJ3RkKU5GmDcymQgge48wLiSneDq7A21wUKUsYn1.wav""]], ""groupID"": ""5""}",A1FHS282JP487T,,1,2017-04-26 04:33:58.080535,110,True,mturk,"{""based_on"": ""Significant change in pitch, melody or vocal range."", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain..."", ""gender"": ""male"", ""average_music_hours"": ""1 to 4""}","{""age"": ""31"", ""hearing_disorder"": ""No""}",-1.0,S05_09,1,1874
1110,1110,True,49,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S05_10"": ""seg05_10.mp3"", ""S05_09"": ""seg05_09.mp3"", ""S05_08"": ""seg05_08.mp3"", ""S05_03"": ""seg05_03.mp3"", ""S05_02"": ""seg05_02.mp3"", ""S05_01"": ""seg05_01.mp3"", ""S05_07"": ""seg05_07.mp3"", ""S05_06"": ""seg05_06.mp3"", ""S05_05"": ""seg05_05.mp3"", ""S05_04"": ""seg05_04.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""49"", ""referenceFiles"": [[""Reference"", ""/audio/0-zbLDZQPHE03Vy_fDZyfAf0Q_CR1Acya-vFC3ejTO9acJTNuWoHSMP61vpLUKzRW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""5""}",A11S7WORCTSQBO,,2,2017-04-26 03:48:09.114773,60,True,mturk,"{""based_on"": ""I was listening for a change in the beat, tempo, or voice in the song and marking the boundary between those 2 parts."", ""country"": ""USA"", ""instrument"": ""Please specinfy..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""thanks."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""No."", ""gender"": ""female"", ""average_music_hours"": ""1 to 4""}","{""age"": ""36"", ""hearing_disorder"": ""No""}",0.611437401561,S05_09,1,1885
